order,heading,roll,pitch,ax,ay,az,turn
1117,277.9375,-2.125,-15.8125,-0.65,-0.39,0.72,1
1118,277.625,-2.0625,-15.875,0.48,-0.38,-1.44,1
1119,277.375,-2.0625,-15.8125,-0.07,-0.75,0.37,1
1120,277.125,-2.0625,-15.8125,0.66,0.17,-0.02,1
1121,276.875,-2.0625,-15.8125,-0.2,-0.29,0.41,1
1122,276.75,-2.0625,-15.8125,0.17,0.86,-0.36,1
1123,276.5,-2.0625,-15.875,0.31,-0.79,0.55,1
1124,276.25,-2.125,-15.9375,-0.36,0.58,0.41,1
1125,276,-2.125,-15.9375,0.54,0.03,-0.12,1
1126,275.625,-2.125,-16,-0.03,-1.01,-0.21,1
1127,275.375,-2.0625,-16.0625,0.47,-1.03,-1.23,1
1128,275.125,-2.0625,-16.0625,0.08,-0.33,-0.34,1
1129,274.6875,-2.125,-16.25,-0.33,-0.46,-0.34,1
1130,274.375,-2.0625,-16.25,0.91,0.58,1.1,1
1131,274.125,-2,-16.1875,0.3,0.41,-0.66,1
1132,273.9375,-1.9375,-16.125,-0.05,-2.18,0.25,0
1133,273.625,-1.9375,-16.0625,0.77,-2.47,0.82,0
1134,273.375,-2,-16.125,0.32,-2.69,-1.25,0
1135,273.25,-2.0625,-16.125,-1.28,-1.13,-0.7,0
1136,273.0625,-2.125,-16.1875,0.1,-2.76,0.44,0
1137,272.875,-2.125,-16.1875,0.28,-0.35,0.75,0
1138,272.6875,-2.0625,-16.25,-0.16,-2.58,0.52,0
1139,272.5625,-1.8125,-16.3125,0.68,-1.04,0.64,0
1140,272.4375,-1.6875,-16.25,-0.6,-1.13,0.3,0
1141,272.375,-1.625,-16.1875,0.3,-1.27,-0.52,0
1142,272.25,-1.5625,-16.1875,-0.34,-0.73,-0.22,0
1143,272.1875,-1.6875,-16.125,0.25,-1.67,0.1,0
1144,272.125,-1.75,-16.1875,0.35,-0.88,0.77,0
1145,271.9375,-1.9375,-15.9375,-0.2,-0.4,0.35,0
1146,271.8125,-2,-16,-0.11,0.36,1.73,0
1147,271.75,-2,-16.0625,-0.38,0.36,1,0
1148,271.625,-1.75,-16.0625,2.31,-0.91,0.61,0
1149,271.5,-1.4375,-16.125,1.33,0.12,0.74,0
1150,271.3125,-1.375,-16.0625,0.24,-1.28,-3.34,0
1151,270.6875,-1.3125,-16.125,1.5,-0.43,0.02,0
1152,269.3125,-1.375,-16.125,0.43,6.99,0.13,0
1153,268.1875,-1.5,-16.1875,1.19,1.77,-0.35,1
1154,267.0625,-1.6875,-16.3125,0.28,1.07,2.35,1
1155,266.4375,-1.6875,-16.3125,-0.14,0.63,0.44,1
1156,265.1875,-1.4375,-16.3125,-0.82,0.55,0.75,1
1157,264,-1.3125,-16.375,-0.37,2.2,0.42,1
1158,263.5,-1.3125,-16.375,1.2,0.28,-1.53,1
1159,262.4375,-1.3125,-16.4375,-0.4,-0.92,-0.82,1
1160,261.4375,-1.25,-16.5,0.89,1.91,0.26,1
1161,260.9375,-1.25,-16.5,0.09,0.76,1.05,1
1162,260.0625,-1.125,-16.5,1.08,-1.09,0.62,1
1163,259.0625,-1,-16.5,0.52,0.28,1.1,1
1164,258.5625,-0.9375,-16.5,1.58,-2.99,-1.14,1
1165,257,-1.0625,-16.5625,0.47,-1.33,0.01,1
1166,256.375,-1,-16.5625,-0.65,-2.21,1.24,1
1167,255.125,-1.125,-16.625,0.83,-1.04,0.89,1
1168,253.8125,-1.0625,-16.75,1.17,-2.07,-0.41,1
1169,252.4375,-1,-16.8125,2.66,-4.1,1.5,1
1170,251,-0.875,-16.9375,-0.97,1.1,2.23,1
1171,249.625,-0.75,-17,-0.68,0,0.08,1
1172,248.3125,-0.625,-17,-0.95,2.3,0.72,1
1173,247.0625,-0.75,-17,0.42,0.38,-0.29,1
1174,245.8125,-0.625,-17,0.45,-0.07,-1.46,1
1175,245.25,-0.625,-17,0.84,-0.42,1.2,1
1176,244.0625,-0.5625,-17,1.01,0.28,2.41,1
1177,242.8125,-0.3125,-17,0.94,-0.06,-0.09,1
1178,241.4375,-0.25,-17,1.49,1,-1.42,1
1179,240.0625,-0.4375,-17.0625,-1.26,-3.43,-0.04,1
1180,239.4375,-0.5,-17.0625,3.66,0.88,-0.56,1
1181,237.1875,-0.3125,-17.25,1.4,-3.39,-1.26,1
1182,236.5,-0.3125,-17.3125,-0.24,-0.89,-1.27,1
1183,235.0625,-0.125,-17.375,-0.55,-2.56,-1.13,1
1184,233.75,-0.0625,-17.5,-0.32,-0.85,-0.99,1
1185,232.5,-0.125,-17.5,0.17,0,-0.56,1
1186,231.25,-0.25,-17.5,-0.95,-0.24,0.75,1
1187,230.0625,-0.0625,-17.4375,1.07,0.01,-0.9,1
1188,229.5,-0.0625,-17.4375,-0.16,-1.62,0.46,1
1189,228.5,0,-17.4375,-1.05,-0.39,-0.61,1
1190,227.5625,0,-17.375,0.45,-1.17,-1.63,1
1191,226.6875,-0.125,-17.3125,-0.41,1.3,0.14,1
1192,225.8125,-0.1875,-17.375,-1.01,-0.5,0.77,1
1193,225.375,-0.125,-17.375,-1.97,0.1,1.29,1
1194,224.625,-0.1875,-17.4375,-0.14,0.55,0.23,1
1195,223.9375,-0.1875,-17.4375,-0.46,-1.38,0.14,1
1196,223.25,-0.125,-17.4375,-0.03,-0.82,0.08,1
1197,222.875,-0.125,-17.4375,0.15,-0.4,0.54,1
1198,222.125,-0.0625,-17.5,2.02,-2.38,-0.06,1
1199,221.4375,-0.125,-17.5625,-0.81,-1.74,1.08,1
1200,221,-0.125,-17.5625,1.1,-1.81,-0.57,1
1201,219.3125,-0.125,-17.75,-2.48,1.52,0.43,1
1202,218.1875,-0.125,-17.8125,1.23,-1.84,-0.26,1
1203,217.125,-0.0625,-17.8125,0.21,-0.44,1.11,1
1204,216.125,0.25,-17.75,0.62,-1.39,-0.38,1
1205,215,0.375,-17.6875,-1.17,-0.54,0.13,1
1206,214.3125,0.5,-17.625,-0.76,-0.55,0.35,1
1207,212.5,0.375,-17.6875,0.66,-1.5,0.32,1
1208,210.5,0.375,-17.625,-0.49,-1.7,0.43,1
1209,207.875,0.5625,-17.625,-2.16,1.6,-0.7,1
1210,207.125,0.4375,-17.625,-0.72,-0.48,-0.84,1
1211,206.5625,0.375,-17.625,-1.64,-0.42,1.87,1
1212,205.5,0.5625,-17.5625,-0.36,0.19,-0.48,1
1213,204.8125,0.625,-17.625,0.21,0.04,1.02,1
1214,204.5,0.5625,-17.6875,-1.33,-0.7,1.06,1
1215,203.6875,0.5,-17.6875,0.11,-0.81,-0.39,1
1216,202.9375,0.4375,-17.75,-0.4,-0.83,0.22,1
1217,202.5625,0.375,-17.8125,-0.64,-0.96,0.71,1
1218,201.75,0.4375,-17.8125,0.08,-1.03,0.38,1
1219,200.9375,0.4375,-17.875,-1.66,-0.28,0.46,1
1220,200.5625,0.4375,-17.875,0.89,-0.56,0.77,1
1221,199.6875,0.5,-17.875,-1.52,-1.28,-1.22,1
1222,198.8125,0.5625,-17.9375,1,-0.17,1.19,1
1223,197.875,0.8125,-17.875,-1.97,-0.23,0.02,1
1224,197.125,0.75,-17.75,-0.18,-0.46,0.3,1
1225,196.8125,0.8125,-17.6875,-1.27,-2.01,0.45,1
1226,195.6875,0.8125,-17.625,0.25,0.26,0.58,1
1227,195.375,0.8125,-17.625,-1.08,-0.42,1.67,1
1228,194.625,0.6875,-17.6875,-0.19,-2.34,-0.75,1
1229,193.9375,0.75,-17.5625,-0.18,-1.41,-0.07,1
1230,193.125,0.9375,-17.5625,0.72,0.59,0.82,1
1231,192.8125,1,-17.5625,-0.94,-0.72,0.54,1
1232,192.0625,1.0625,-17.5,0.47,-2.76,1.7,1
1233,191.25,1,-17.5625,-2.49,-1.14,1.41,1
1234,190.875,1,-17.625,-1.05,-2.68,0.21,1
1235,190.0625,1,-17.6875,-0.13,0.36,0.34,1
1236,189.3125,1,-17.8125,-0.35,-0.32,1.47,1
1237,188.9375,1,-17.875,0.04,-1.36,0.22,1
1238,188.25,1.0625,-17.875,-0.06,-0.68,1.24,1
1239,187.5625,1.125,-17.875,-0.92,-1.08,-0.41,1
1240,187.25,1.125,-17.875,-0.81,-1.27,-0.07,1
1241,186.6875,1.3125,-17.8125,0.09,-2.38,1.29,1
1242,186.1875,1.375,-17.8125,0.04,-0.93,-1.21,1
1243,185.6875,1.375,-17.8125,-0.12,-0.2,-1.21,1
1244,185.1875,1.3125,-17.875,-0.13,-1.25,-0.48,1
1245,184.75,1.25,-17.875,-0.94,-3.04,0.95,1
1246,184.3125,1.25,-17.9375,-0.15,-2.25,0.05,1
1247,183.875,1.3125,-18,-0.46,-1.71,0.52,1
1248,183.75,1.375,-18,-1.53,-0.63,0.38,1
1249,183.375,1.5,-18.125,-0.62,-1.71,0.64,1
1250,183.125,1.5625,-18.125,-0.32,-0.47,-0.22,1
1251,183,1.6875,-18.125,0.32,-0.38,0.22,1
1252,182.75,1.8125,-18.0625,-0.34,-1.04,-0.24,1
1253,182.5,1.8125,-18,-0.33,-0.35,0.58,1
1254,182.4375,1.8125,-17.9375,-0.17,-2.46,0.73,1
1255,182.25,1.75,-17.9375,-0.47,-1.16,-0.25,1
1256,182,1.5625,-17.9375,-0.58,-2.05,1.18,1
1257,181.8125,1.5625,-17.9375,-0.83,-1.17,0.31,0
1258,181.5625,1.625,-18,-0.9,-1.71,0.76,0
1259,181.25,1.8125,-18.0625,-0.97,-1.5,0.36,0
1260,181.125,2,-18.125,0.99,-0.23,0.14,0
1261,181.125,2.25,-18,0.7,-1.66,-2.17,0
1262,181.0625,2.25,-18,-1.01,-0.8,1.16,0
1263,181,2.125,-17.8125,-0.28,-0.57,1.19,0
1264,180.875,2,-17.75,-1.47,-3.04,-0.9,0
1265,180.5625,1.9375,-17.75,-1.24,-2.15,-0.78,0
1266,180.375,2.125,-17.9375,-1.55,-1.27,-0.14,0
1267,180.3125,2.375,-18,-1.01,-2.11,1.16,0
1268,180.375,2.4375,-17.9375,0.7,-1.81,-0.56,0
1269,180.6875,2.5,-17.75,-0.4,-1.96,0.01,0
1270,180.625,2.3125,-17.75,-0.32,0.06,1.08,0
1271,180.5,2.25,-17.875,-0.93,-1.27,-0.75,0
1272,180.375,2.25,-18,-1.03,-2.39,0.61,0
1273,180.375,2.25,-18.0625,-0.68,-1.51,0.44,0
1274,180.5625,2.3125,-17.875,2.15,-1.84,-1.13,0
1275,180.625,2.5625,-17.625,-2.58,-0.42,2.85,0
1276,180.5,2.25,-17.75,-2.53,-0.77,1.6,0
1277,180.4375,2.25,-17.875,-0.84,0.09,0.45,0
1278,180.4375,2.25,-18.0625,-1.8,-3.3,0.34,0
1279,180.5625,2.0625,-18,-1,-0.41,0.22,0
1280,180.625,2.375,-17.8125,2.35,-1.8,-2.53,0
1281,180.5,2.1875,-17.9375,-1.79,-1.52,0.78,0
1282,180.4375,2.1875,-17.9375,-0.8,-1.01,0.28,0
1283,180.4375,2.3125,-17.9375,-0.47,-2.64,-1.48,0
1284,180.5,2.25,-17.6875,0.09,-0.39,3.54,0
1285,180.5625,2.125,-17.625,-2,-2.18,1.11,0
1286,180.4375,2,-17.625,-0.52,-1.3,-0.83,0
1287,180.4375,2.125,-17.6875,-0.48,-2.26,0.91,0
1288,180.5625,2.125,-17.5625,0.4,-1.17,-0.86,0
1289,180.75,2.125,-17.4375,-1.29,-0.53,1.53,0
1290,180.75,1.9375,-17.4375,-1.64,-1.31,0.97,0
1291,180.625,2,-17.375,-1.34,-2.64,-1.39,0
1292,180.5625,2.1875,-17.4375,-0.09,-0.76,0.63,0
1293,180.75,2.25,-17.4375,-1.61,-0.5,1.33,0
1294,180.75,1.8125,-17.4375,-1.51,1.95,0.88,0
1295,180.625,1.875,-17.4375,-0.44,-0.75,-0.56,0
1296,180.625,1.9375,-17.5,0.69,-0.21,1.89,0
1297,180.8125,2.0625,-17.4375,1.52,0.4,-1.74,0
1298,180.75,1.9375,-17.125,-2.05,-1.27,1.91,0
1299,180.6875,1.5625,-17.1875,1,-1.06,-0.36,0
1300,180.625,1.875,-17.3125,7.51,1.75,-1.01,0
1301,179.25,2.1875,-17.375,1.85,0.44,-2.78,0
1302,176.125,2,-17.75,3.35,4.53,-0.44,1
1303,173.5,2.25,-17.875,-1.72,-0.28,1.27,1
1304,169.4375,1.875,-17.625,1.61,-2.62,-3.94,1
1305,165.5625,2.3125,-17.5,-0.3,-0.29,-0.28,1
1306,161.5625,2.875,-17.75,0.23,0.83,-0.47,1
1307,156.625,2.875,-17.5,-3.26,2.62,2.22,1
1308,151.25,3.125,-17.125,-2.13,-1.94,4.56,1
1309,145.3125,3.5625,-16.8125,-2.11,5.12,-0.65,1
1310,140.9375,3.25,-16.6875,-0.19,-0.83,-1.16,1
1311,140,3.125,-16.5,-0.15,0.36,0.68,1
1312,138.125,3.0625,-16.3125,-1.28,0.09,1.08,1
1313,136.1875,3.0625,-16.1875,-0.36,-1.36,-0.89,1
1314,135.25,3.1875,-16.0625,-2.44,-1.47,-0.88,1
1315,132.4375,3.25,-16,-1.97,0.63,0.9,1
1316,131.5,3.25,-16.0625,1.16,0.18,-0.2,1
1317,129.875,3.3125,-16.0625,-1.53,-0.51,-1.15,1
1318,128.5,3.375,-16.0625,-1.2,1.23,0.45,1
1319,127.6875,3.3125,-16.0625,1.65,0.03,-1.54,1
1320,126.3125,3.4375,-15.9375,-0.33,0.05,0.04,1
1321,124.9375,3.4375,-15.8125,-1.05,-0.24,0.15,1
1322,123.625,3.5,-15.6875,1.04,-0.68,-1.02,1
1323,122.875,3.5,-15.625,0.2,0.52,-0.33,1
1324,121.5,3.3125,-15.5625,0.02,0.45,0.73,1
1325,120.0625,3.1875,-15.5,-1.24,-1.03,0.28,1
1326,119.375,3.1875,-15.5,-0.48,0.24,0.49,1
1327,117.8125,3.25,-15.4375,-1,0.29,0.64,1
1328,116.3125,3.3125,-15.3125,0.57,-1.53,-1.29,1
1329,115.5625,3.375,-15.3125,-0.3,-1.13,-0.72,1
1330,114.0625,3.375,-15.375,-0.73,-1.62,-0.13,1
1331,112.6875,3.3125,-15.375,-0.19,-0.01,-0.57,1
1332,112.0625,3.3125,-15.3125,-2.06,-1.02,2.5,1
1333,110.6875,3.25,-15.25,-0.64,-0.44,0.15,1
1334,109.3125,3.3125,-15.25,1.12,3.76,-0.29,1
1335,107.9375,3.4375,-15.1875,-0.6,-4.12,-1.59,1
1336,106.75,3.375,-14.9375,-0.02,-3.45,0.05,1
1337,105.625,3.1875,-14.8125,2.76,2.18,1.8,1
1338,104.375,3.1875,-14.6875,-0.88,-0.61,0.32,1
1339,103.3125,3.125,-14.6875,-1.25,0.94,1.27,1
1340,102.6875,3.0625,-14.6875,0.6,-1.84,-0.44,1
1341,101.75,3.0625,-14.5625,-0.93,-0.82,-0.46,1
1342,100.75,3.1875,-14.5625,-0.17,0.48,0.47,1
1343,100.3125,3.25,-14.5625,-0.88,-0.44,-0.78,1
1344,99.5,3.25,-14.5625,-0.2,0.14,1.36,1
1345,98.8125,3.25,-14.5625,-1.39,-0.57,-0.62,1
1346,98.5,3.1875,-14.5,-1.29,0.7,0.54,1
1347,97.875,3.0625,-14.375,-0.5,0.65,0.49,1
1348,97.25,3.0625,-14.25,-0.98,-1.85,0.81,1
1349,96.9375,3.0625,-14.25,0.16,-1.94,1.64,1
1350,96.4375,3,-14.125,-0.87,-0.46,0.17,1
1351,95.9375,2.875,-14.125,-1.56,-0.55,1.2,1
1352,95.375,2.875,-14,-0.71,0.72,-0.19,1
1353,94.875,2.875,-14,-1.72,-1.13,-0.16,1
1354,94.4375,3,-14,-0.59,-1.3,-1.61,1
1355,94,3.0625,-14.0625,-0.28,-0.12,-0.3,1
1356,93.625,3,-14.1875,0.14,-0.15,0.76,1
1357,93.4375,3,-14.1875,-1.39,-1.6,-0.13,1
1358,93,2.9375,-14.1875,-0.01,0.55,0.6,1
1359,92.9375,3,-14.1875,-1.36,-1.91,0.63,1
1360,92.75,3.0625,-14,-0.52,-1.9,-0.84,1
1361,92.5,3,-13.9375,-1.21,-0.55,1.39,1
1362,92.3125,2.8125,-14,-0.65,0.46,0.82,0
1363,92.0625,2.6875,-14,-1.12,-0.53,1.18,0
1364,91.8125,2.75,-14,-0.87,-0.32,0.53,0
1365,91.6875,2.75,-14.0625,-0.64,-0.29,0.62,0
1366,91.5625,3,-14.1875,-0.59,-1.3,-0.22,0
1367,91.375,3.1875,-14.1875,-0.66,-0.91,0.49,0
1368,91.25,3.25,-14.125,-0.37,0.53,-1.06,0
1369,91.125,3.1875,-14,0.06,-1.01,0.66,0
1370,91.0625,3.0625,-14,-0.4,-1.2,0.67,0
1371,90.9375,2.8125,-13.9375,-0.82,-0.93,-0.76,0
1372,90.75,2.6875,-13.875,-0.43,-3.65,-2.28,0
1373,90.625,2.6875,-13.875,-0.88,1.86,4.59,0
1374,90.5,2.9375,-13.9375,0.76,3.62,3.82,0
1375,90.5,3.0625,-13.875,2.01,-0.21,-1.21,0
1376,90.3125,3.375,-13.875,-0.46,-0.34,-1.52,0
1377,89.8125,3.5,-13.9375,0.67,2.99,0,0
1378,88.9375,3.3125,-14,0.86,1.92,0.22,0
1379,88.375,3.125,-14,-0.29,0.13,1.56,1
1380,87.1875,2.875,-14,-0.7,-1.5,-0.39,1
1381,85.875,2.875,-14.0625,-0.91,1.52,0.43,1
1382,84.4375,3.125,-14.0625,-0.84,1.12,-0.18,1
1383,83,3.1875,-14,0.31,0.67,0.18,1
1384,81.5,3.1875,-13.9375,-0.1,-0.02,1.22,1
1385,80.0625,3.1875,-13.875,1.08,1.05,0.73,1
1386,78.6875,3.125,-13.8125,0.72,-2.55,-0.02,1
1387,77.9375,3.0625,-13.75,0.14,-0.96,-2.53,1
1388,76.25,3,-13.75,-0.24,-1.33,-1.64,1
1389,74.5,2.9375,-13.6875,-0.1,-0.13,-0.52,1
1390,72.75,2.9375,-13.625,0.07,-0.42,-1.39,1
1391,71,2.9375,-13.6875,0.93,-0.94,-0.28,1
1392,70.125,3.0625,-13.625,-0.36,0.98,2.26,1
1393,68.3125,3.0625,-13.5,1.5,2.82,-0.84,1
1394,66.5625,2.9375,-13.375,-0.26,1.02,1.21,1
1395,65,2.875,-13.1875,0.04,-0.06,-0.49,1
1396,63.375,2.75,-13.125,0.77,0.51,0.12,1
1397,61.75,2.9375,-13.0625,-0.16,4.96,3.83,1
1398,60.8125,2.75,-13,-1.8,-0.36,-0.61,1
1399,59.1875,2.625,-12.9375,1.96,4.41,0.74,1
1400,57.6875,2.5,-12.9375,-0.28,-2.56,-0.84,1
1401,54.8125,2.1875,-12.9375,-0.65,2.41,-0.1,1
1402,53.5,2.375,-12.8125,-0.46,-2.43,0.65,1
1403,51.25,2.3125,-12.625,0.13,0.89,-0.95,1
1404,49.25,2.3125,-12.4375,-1.24,-0.06,-1.07,1
1405,47.25,2,-12.4375,-0.7,0.43,0.9,1
1406,44.625,1.625,-12.3125,-0.29,-0.64,0.42,1
1407,41.3125,1.3125,-12.5,-1.71,3.22,-3.33,1
1408,39,1.3125,-12.5,0.03,0.04,0.47,1
1409,36,1.375,-12.4375,1.89,1.71,-2.09,1
1410,35.5,1.25,-12.25,1.23,-1.06,1.11,1
1411,34.5625,1.3125,-12.25,-2.19,-0.74,1.29,1
1412,33.5625,1.1875,-12.1875,0.53,1.02,-0.74,1
1413,33.0625,1.1875,-12.1875,-0.98,0.8,-0.34,1
1414,32,1.125,-12.125,0.06,-0.08,-1.2,1
1415,30.875,1.1875,-12.125,0.34,-1.13,-0.2,1
1416,30.25,1.1875,-12.0625,0.16,0.11,-1.22,1
1417,29,1.0625,-12.0625,0.03,0.2,-0.24,1
1418,27.75,0.9375,-12.125,-0.94,0.17,-1.3,1
1419,27.1875,0.875,-12.125,0.43,2.09,0.61,1
1420,25.9375,0.6875,-12.1875,1.83,-0.75,-0.58,1
1421,24.75,0.5,-12.3125,-0.75,0.59,0.01,1
1422,24.125,0.375,-12.3125,1.68,0.66,-1.28,1
1423,23,0.375,-12.3125,0.1,-0.86,-0.26,1
1424,21.8125,0.3125,-12.25,-0.16,0.32,0.77,1
1425,20.6875,0.3125,-12.1875,0.2,2.36,0.59,1
1426,19.125,0.3125,-12.125,-3.65,-2.24,1.72,1
1427,18.625,0.375,-12.125,1.48,4.83,1.07,1
1428,17.875,0.5625,-12.0625,-1.74,-0.79,0.74,1
1429,17.1875,0.3125,-12,-0.73,-0.01,0.26,1
1430,16.8125,0.375,-11.9375,-1.71,-2.39,-1.25,1
1431,16.125,0.25,-11.875,2.59,2.03,-1.74,1
1432,15.5,0.3125,-11.9375,-2.02,-0.4,1.21,1
1433,15.125,0.3125,-11.875,-0.36,0.49,-0.2,1
1434,14.375,0.3125,-11.875,-0.73,0,0.66,1
1435,13.5625,0.1875,-11.875,0.2,-0.68,0.51,1
1436,12.75,0.1875,-11.9375,-0.25,0.36,-0.58,1
